analysis,chr,gwaa_hit_bp,gene_start_bp,gene_end_bp,gene_id,gene_name,gene_biotype
"GxE meta-analysis, day length",3,22400755,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22401592,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22403826,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22403989,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22404702,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22406809,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22408430,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22409561,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22441783,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22445194,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22445913,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22446885,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22447845,22381862,22446397,ENSBTAG00000020831,CHD1L,protein_coding
"GxE meta-analysis, day length",3,22441783,22466919,22510019,ENSBTAG00000010841,FMO5,protein_coding
"GxE meta-analysis, day length",3,22445194,22466919,22510019,ENSBTAG00000010841,FMO5,protein_coding
"GxE meta-analysis, day length",3,22445913,22466919,22510019,ENSBTAG00000010841,FMO5,protein_coding
"GxE meta-analysis, day length",3,22446885,22466919,22510019,ENSBTAG00000010841,FMO5,protein_coding
"GxE meta-analysis, day length",3,22447845,22466919,22510019,ENSBTAG00000010841,FMO5,protein_coding
"GxE meta-analysis, day length",3,22441783,22475857,22478241,ENSBTAG00000051677,,protein_coding
"GxE meta-analysis, day length",3,22445194,22475857,22478241,ENSBTAG00000051677,,protein_coding
"GxE meta-analysis, day length",3,22445913,22475857,22478241,ENSBTAG00000051677,,protein_coding
"GxE meta-analysis, day length",3,22446885,22475857,22478241,ENSBTAG00000051677,,protein_coding
"GxE meta-analysis, day length",3,22447845,22475857,22478241,ENSBTAG00000051677,,protein_coding
"GxE meta-analysis, day length",3,22562293,22528348,22542857,ENSBTAG00000014387,PRKAB2,protein_coding
"GxE meta-analysis, day length",3,22562293,22573731,22573880,ENSBTAG00000045121,U1,snRNA
"GxE meta-analysis, day length",3,22637339,22643717,22643880,ENSBTAG00000052379,U1,snRNA
"GxE meta-analysis, day length",3,22637339,22677607,22677804,ENSBTAG00000052039,,protein_coding
"GxE meta-analysis, day length",3,22770307,22721501,22721667,ENSBTAG00000028556,U1,snRNA
"GxE meta-analysis, day length",3,22770307,22737653,22737810,ENSBTAG00000037187,U1,snRNA
"GxE meta-analysis, day length",3,22770307,22749008,22749171,ENSBTAG00000054612,U1,snRNA
"GxE meta-analysis, day length",3,22796678,22749008,22749171,ENSBTAG00000054612,U1,snRNA
"GxE meta-analysis, day length",3,22770307,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22796678,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22809863,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22813952,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22816228,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22825933,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22826853,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22827084,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22828433,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22830304,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22832038,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22832524,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22835187,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22835748,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22836368,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22836888,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22838185,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22841288,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22877976,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22893199,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22894612,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22894884,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22895533,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22921709,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,23032586,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,23035462,22756471,23031334,ENSBTAG00000001564,PDE4DIP,protein_coding
"GxE meta-analysis, day length",3,22770307,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22796678,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22809863,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22813952,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22816228,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22825933,22767321,22776664,ENSBTAG00000017316,,protein_coding
"GxE meta-analysis, day length",3,22770307,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22796678,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22809863,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22813952,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22816228,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22825933,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22826853,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22827084,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22828433,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22830304,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22832038,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22832524,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22835187,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22835748,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22836368,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22836888,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22838185,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,22841288,22803213,22803376,ENSBTAG00000028036,U1,snRNA
"GxE meta-analysis, day length",3,23032586,23036894,23037134,ENSBTAG00000044686,7SK,misc_RNA
"GxE meta-analysis, day length",3,23035462,23036894,23037134,ENSBTAG00000044686,7SK,misc_RNA
"GxE meta-analysis, day length",3,23032586,23075087,23100499,ENSBTAG00000007712,SEC22B,protein_coding
"GxE meta-analysis, day length",3,23035462,23075087,23100499,ENSBTAG00000007712,SEC22B,protein_coding
"GxE meta-analysis, day length",3,23296640,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23300612,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23301343,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23360141,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23361334,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23364677,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23365937,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23366474,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23369869,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23370444,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23371148,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23371893,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23373126,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23380181,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23395637,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23402132,23163504,23368572,ENSBTAG00000007909,NOTCH2,protein_coding
"GxE meta-analysis, day length",3,23380181,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23395637,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23402132,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23429919,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23430463,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23455361,23427504,23430961,ENSBTAG00000046315,,protein_coding
"GxE meta-analysis, day length",3,23402132,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23429919,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23430463,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23455361,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23490911,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23492045,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23494419,23446405,23451477,ENSBTAG00000046293,,protein_coding
"GxE meta-analysis, day length",3,23455361,23483918,23508035,ENSBTAG00000032193,REG4,protein_coding
"GxE meta-analysis, day length",3,23490911,23483918,23508035,ENSBTAG00000032193,REG4,protein_coding
"GxE meta-analysis, day length",3,23492045,23483918,23508035,ENSBTAG00000032193,REG4,protein_coding
"GxE meta-analysis, day length",3,23494419,23483918,23508035,ENSBTAG00000032193,REG4,protein_coding
"GxE meta-analysis, day length",3,23490911,23536511,23560620,ENSBTAG00000003898,HMGCS2,protein_coding
"GxE meta-analysis, day length",3,23492045,23536511,23560620,ENSBTAG00000003898,HMGCS2,protein_coding
"GxE meta-analysis, day length",3,23494419,23536511,23560620,ENSBTAG00000003898,HMGCS2,protein_coding
"GxE meta-analysis, day length",3,24074350,23999239,24101046,ENSBTAG00000005064,WARS2,protein_coding
"GxE meta-analysis, day length",3,24394654,24384964,24385070,ENSBTAG00000052643,U6,snRNA
"GxE meta-analysis, day length",3,24414401,24384964,24385070,ENSBTAG00000052643,U6,snRNA
"GxE meta-analysis, day length",3,24712961,24680786,24681719,ENSBTAG00000048491,,protein_coding
"GxE meta-analysis, day length",3,24716485,24680786,24681719,ENSBTAG00000048491,,protein_coding
"GxE meta-analysis, day length",3,24717748,24680786,24681719,ENSBTAG00000048491,,protein_coding
"GxE meta-analysis, day length",3,24718565,24680786,24681719,ENSBTAG00000048491,,protein_coding
"GxE meta-analysis, day length",3,26319552,26252748,26331248,ENSBTAG00000008022,PTGFRN,protein_coding
"GxE meta-analysis, day length",3,26320263,26252748,26331248,ENSBTAG00000008022,PTGFRN,protein_coding
"GxE meta-analysis, day length",3,32993574,32944105,32954911,ENSBTAG00000010565,CYM,protein_coding
"GxE meta-analysis, day length",3,32993574,32969972,32974969,ENSBTAG00000010560,PROK1,protein_coding
"GxE meta-analysis, day length",3,32993574,33026800,33031126,ENSBTAG00000014970,LAMTOR5,protein_coding
"Main effect, DEBVs",3,33417997,33360536,33370572,ENSBTAG00000020966,ALX3,protein_coding
"Main effect, meta-analysis",3,33417997,33360536,33370572,ENSBTAG00000020966,ALX3,protein_coding
"Main effect, DEBVs",3,33417997,33374163,33393926,ENSBTAG00000020964,STRIP1,protein_coding
"Main effect, meta-analysis",3,33417997,33374163,33393926,ENSBTAG00000020964,STRIP1,protein_coding
"Main effect, DEBVs",3,33417997,33403800,33444827,ENSBTAG00000018893,AHCYL1,protein_coding
"Main effect, meta-analysis",3,33417997,33403800,33444827,ENSBTAG00000018893,AHCYL1,protein_coding
"GxE meta-analysis, temperature",3,41357323,41271697,41494156,ENSBTAG00000000845,OLFM3,protein_coding
"GxE meta-analysis, temperature",3,41380965,41271697,41494156,ENSBTAG00000000845,OLFM3,protein_coding
"GxE meta-analysis, day length",3,46747997,46655713,46739928,ENSBTAG00000008809,PTBP2,protein_coding
"GxE meta-analysis, day length",3,59396717,59348428,59397310,ENSBTAG00000052027,,lncRNA
"GxE meta-analysis, day length",3,59396717,59398296,59456577,ENSBTAG00000018942,SSX2IP,protein_coding
"GxE meta-analysis, day length",3,59582650,59526632,59586510,ENSBTAG00000020010,SPATA1,protein_coding
"GxE meta-analysis, day length",3,59582650,59591885,59600029,ENSBTAG00000008122,GNG5,protein_coding
"GxE meta-analysis, day length",3,59582650,59600699,59617167,ENSBTAG00000008118,RPF1,protein_coding
"GxE meta-analysis, day length",3,60078365,60110693,60257583,ENSBTAG00000003322,TTLL7,protein_coding
"GxE meta-analysis, day length",3,60079447,60110693,60257583,ENSBTAG00000003322,TTLL7,protein_coding
"GxE meta-analysis, day length",3,60082320,60110693,60257583,ENSBTAG00000003322,TTLL7,protein_coding
"GxE meta-analysis, day length",3,83734097,83556891,83936160,ENSBTAG00000021975,PATJ,protein_coding
"GxE meta-analysis, day length",3,106206442,106185440,106192263,ENSBTAG00000054059,MYCL,protein_coding
"GxE meta-analysis, day length",3,106206442,106204847,106248823,ENSBTAG00000013832,TRIT1,protein_coding
"Main effect, meta-analysis",3,107953247,107890978,107920577,ENSBTAG00000051564,,lncRNA
"Main effect, meta-analysis",3,107953247,107920730,107922862,ENSBTAG00000012061,POU3F1,protein_coding
"Main effect, meta-analysis",3,107953247,107941137,107957939,ENSBTAG00000002306,UTP11,protein_coding
"Main effect, meta-analysis",3,107953247,107959452,107967135,ENSBTAG00000007300,FHL3,protein_coding
"Main effect, meta-analysis",3,107953247,107971020,107997728,ENSBTAG00000007299,SF3A3,protein_coding
"Main effect, meta-analysis",3,107953247,107994077,107996107,ENSBTAG00000053523,,protein_coding
"Main effect, DEBVs",3,108112216,108007865,108062243,ENSBTAG00000024107,INPP5B,protein_coding
"Main effect, DEBVs",3,108112216,108063039,108103478,ENSBTAG00000006511,MTF1,protein_coding
"Main effect, DEBVs",3,108112216,108107987,108109056,ENSBTAG00000045776,C3H1orf122,protein_coding
"Main effect, DEBVs",3,108112216,108109004,108114061,ENSBTAG00000006510,YRDC,protein_coding
"Main effect, DEBVs",3,108112216,108113644,108120963,ENSBTAG00000046989,MANEAL,protein_coding
"Main effect, DEBVs",3,108112216,108133543,108133650,ENSBTAG00000042443,U6,snRNA
"Main effect, DEBVs",3,108112216,108149712,108190353,ENSBTAG00000020510,EPHA10,protein_coding
"Main effect, DEBVs",3,108352625,108305087,108331447,ENSBTAG00000003849,GNL2,protein_coding
"Main effect, meta-analysis",3,108352625,108305087,108331447,ENSBTAG00000003849,GNL2,protein_coding
"Main effect, DEBVs",3,108352625,108330553,108338022,ENSBTAG00000002583,DNALI1,protein_coding
"Main effect, meta-analysis",3,108352625,108330553,108338022,ENSBTAG00000002583,DNALI1,protein_coding
"Main effect, DEBVs",3,108352625,108338106,108355571,ENSBTAG00000016852,SNIP1,protein_coding
"Main effect, DEBVs",3,108393159,108338106,108355571,ENSBTAG00000016852,SNIP1,protein_coding
"Main effect, meta-analysis",3,108352625,108338106,108355571,ENSBTAG00000016852,SNIP1,protein_coding
"Main effect, meta-analysis",3,108393159,108338106,108355571,ENSBTAG00000016852,SNIP1,protein_coding
"Main effect, DEBVs",3,108352625,108368074,108392514,ENSBTAG00000010506,MEAF6,protein_coding
"Main effect, DEBVs",3,108393159,108368074,108392514,ENSBTAG00000010506,MEAF6,protein_coding
"Main effect, meta-analysis",3,108352625,108368074,108392514,ENSBTAG00000010506,MEAF6,protein_coding
"Main effect, meta-analysis",3,108393159,108368074,108392514,ENSBTAG00000010506,MEAF6,protein_coding
"Main effect, DEBVs",3,108393159,108403027,108412520,ENSBTAG00000011316,ZC3H12A,protein_coding
"Main effect, meta-analysis",3,108393159,108403027,108412520,ENSBTAG00000011316,ZC3H12A,protein_coding
"Main effect, meta-analysis",3,108448582,108403027,108412520,ENSBTAG00000011316,ZC3H12A,protein_coding
"GxE meta-analysis, day length",3,109665491,109552463,109625086,ENSBTAG00000024095,THRAP3,protein_coding
"GxE meta-analysis, day length",3,109665491,109649571,109671174,ENSBTAG00000030301,MAP7D1,protein_coding
